id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,score_riesgo,nivel_riesgo,alertas_activadas,etiqueta_fraude_simulada
SIN-00220,POL-00206,ASE-0192,Hogar,Atencion Medica,2026-04-29,2026-05-01,10773.37,11185.72,0.0,Negativa,Quito Norte,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-040,242,123,2,0,0,Verde,,0
SIN-00221,POL-00192,ASE-0063,Vehiculos,Dano,2026-03-28,2026-03-29,17471.61,19012.19,0.0,Anticipo,Quito Sur,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-015,69,296,1,6,0,Verde,,0
SIN-00222,POL-00039,ASE-0100,Hogar,Atencion Medica,2025-03-01,2025-03-02,6485.15,6274.56,5991.19,Cierre Sin Consecuencia,Cuenca,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-037,157,208,1,0,0,Verde,,0
SIN-00223,POL-00094,ASE-0133,Hogar,Dano,2023-11-02,2023-11-03,9604.64,9268.38,8617.86,Anticipo,Guayaquil,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-035,115,250,1,3,0,Verde,,0
SIN-00224,POL-00050,ASE-0185,Hogar,Dano,2025-12-05,2025-12-07,12996.81,12005.19,12318.98,Pago Total,Ambato,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-021,196,169,2,2,0,Verde,,0
SIN-00225,POL-00201,ASE-0107,Generales,Responsabilidad Civil,2024-11-09,2024-11-11,8835.57,8022.72,8729.08,Reserva,Guayaquil,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-001,311,54,2,1,0,Verde,,0
SIN-00226,POL-00026,ASE-0187,Salud,Choque,2024-11-08,2024-11-08,11617.83,10341.03,0.0,Liquidado,Manta,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-021,184,181,0,1,0,Verde,,0
SIN-00227,POL-00136,ASE-0122,Vehiculos,Atencion Medica,2025-06-09,2025-06-10,15320.55,12689.8,11441.88,Negativa,Quito Sur,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-017,291,74,1,3,0,Verde,,0
SIN-00228,POL-00123,ASE-0024,Hogar,Responsabilidad Civil,2026-09-10,2026-09-10,5008.63,4864.11,3832.76,Pago Parcial,Cuenca,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-005,183,182,0,1,0,Verde,,0
SIN-00229,POL-00157,ASE-0083,Vida,Atencion Medica,2024-12-03,2024-12-05,17380.81,14099.51,14156.04,Pago Parcial,Cuenca,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-004,78,287,2,2,0,Verde,,0
SIN-00230,POL-00226,ASE-0024,Hogar,Choque,2026-05-24,2026-05-25,17814.11,18247.06,17432.82,Pago Parcial,Ambato,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-025,91,274,1,2,0,Verde,,0
SIN-00231,POL-00120,ASE-0075,Hogar,Incendio,2026-11-29,2026-11-30,14161.79,12717.99,10564.12,Liquidado,Ambato,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-026,319,46,1,5,0,Verde,,0
SIN-00232,POL-00097,ASE-0023,Vida,Dano,2024-04-24,2024-04-27,5687.0,4802.12,4792.76,Anticipo,Guayaquil,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-004,178,187,3,0,0,Verde,,0
SIN-00233,POL-00082,ASE-0095,Generales,Responsabilidad Civil,2024-03-22,2024-03-23,9325.85,9592.66,7082.35,Negativa,Quito Sur,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-026,252,113,1,2,0,Verde,,0
SIN-00234,POL-00106,ASE-0133,Salud,Incendio,2026-01-29,2026-02-01,5837.1,5236.02,4242.86,Pago Parcial,Guayaquil,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-027,166,199,3,4,0,Verde,,0
SIN-00235,POL-00136,ASE-0122,Vehiculos,Dano,2024-10-03,2024-10-05,21612.9,18387.75,20456.07,Pago Total,Cuenca,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-029,42,323,2,4,0,Verde,,0
SIN-00236,POL-00061,ASE-0038,Salud,Choque,2024-11-06,2024-11-07,14476.42,14557.6,0.0,Cierre Sin Consecuencia,Quito Norte,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-006,149,216,1,2,0,Verde,,0
SIN-00237,POL-00143,ASE-0189,Vehiculos,Incendio,2023-12-19,2023-12-21,13471.0,10832.3,9879.41,Reserva,Guayaquil,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-029,105,260,2,2,0,Verde,,0
SIN-00238,POL-00042,ASE-0090,Vida,Responsabilidad Civil,2025-11-27,2025-11-28,4497.55,4335.31,3888.76,Pago Total,Manta,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-040,138,227,1,8,0,Verde,,0
SIN-00239,POL-00158,ASE-0137,Vehiculos,Responsabilidad Civil,2025-11-02,2025-11-02,17420.3,15271.28,0.0,Negativa,Guayaquil,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-013,299,66,0,0,0,Verde,,0
SIN-00240,POL-00111,ASE-0145,Vehiculos,Choque,2024-07-09,2024-07-09,5244.48,4807.06,0.0,Reserva,Guayaquil,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-024,34,331,0,0,0,Verde,,0
SIN-00241,POL-00065,ASE-0062,Hogar,Robo,2026-09-01,2026-09-01,10398.38,11138.35,9141.55,Pago Total,Ambato,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-006,224,141,0,1,0,Verde,,0
SIN-00242,POL-00063,ASE-0005,Vida,Responsabilidad Civil,2025-12-27,2025-12-27,9738.04,8513.17,7791.12,Pago Total,Quito Norte,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-026,41,324,0,0,0,Verde,,0
SIN-00243,POL-00254,ASE-0123,Vida,Responsabilidad Civil,2025-10-09,2025-10-11,10501.47,9145.33,8930.19,Pago Parcial,Cuenca,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-004,211,154,2,1,0,Verde,,0
SIN-00244,POL-00142,ASE-0106,Salud,Responsabilidad Civil,2025-12-11,2025-12-12,14064.6,11891.79,12617.06,Anticipo,Ambato,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-006,173,192,1,0,0,Verde,,0
SIN-00245,POL-00166,ASE-0048,Salud,Robo,2026-01-30,2026-02-02,11682.95,12747.98,9332.17,Pago Total,Manta,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-035,108,257,3,1,0,Verde,,0
SIN-00246,POL-00209,ASE-0132,Hogar,Incendio,2024-09-01,2024-09-02,8096.87,7228.07,6940.16,Liquidado,Quito Sur,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-009,133,232,1,1,0,Verde,,0
SIN-00247,POL-00122,ASE-0132,Hogar,Atencion Medica,2024-05-22,2024-05-22,10983.6,9393.62,8168.03,Anticipo,Cuenca,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-002,315,50,0,2,0,Verde,,0
SIN-00248,POL-00078,ASE-0140,Hogar,Choque,2024-07-21,2024-07-22,11444.85,11830.91,0.0,Liquidado,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-012,170,195,1,3,0,Verde,,0
SIN-00249,POL-00045,ASE-0131,Vida,Responsabilidad Civil,2024-05-08,2024-05-09,6874.77,5976.06,0.0,Liquidado,Cuenca,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-006,148,217,1,2,0,Verde,,0
SIN-00250,POL-00028,ASE-0046,Hogar,Robo,2026-08-21,2026-08-23,7385.2,6315.77,6219.48,Pago Total,Quito Norte,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-011,270,95,2,1,0,Verde,,0
SIN-00251,POL-00146,ASE-0157,Hogar,Robo,2024-12-09,2024-12-11,4877.61,5292.5,0.0,Reserva,Quito Sur,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-013,37,328,2,0,0,Verde,,0
SIN-00252,POL-00223,ASE-0050,Generales,Dano,2025-09-26,2025-09-28,13762.13,14588.3,11398.71,Cierre Sin Consecuencia,Cuenca,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-003,280,85,2,0,0,Verde,,0
SIN-00253,POL-00189,ASE-0040,Vida,Robo,2025-03-19,2025-03-19,10665.78,10198.56,10112.26,Negativa,Ambato,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-003,304,61,0,0,0,Verde,,0
SIN-00254,POL-00131,ASE-0194,Salud,Incendio,2024-05-29,2024-06-01,14142.69,13503.98,10109.03,Anticipo,Guayaquil,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-019,50,315,3,1,0,Verde,,0
SIN-00255,POL-00161,ASE-0165,Generales,Robo,2024-06-12,2024-06-14,6496.41,6392.08,0.0,Anticipo,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-034,246,119,2,2,0,Verde,,0
SIN-00256,POL-00162,ASE-0070,Salud,Incendio,2023-12-08,2023-12-09,18768.27,19399.25,17057.25,Anticipo,Guayaquil,"El vehiculo colisiono frontalmente con otro en la avenida principal, el tercero se dio a la fuga sin dejar datos.",True,PROV-009,87,278,1,2,0,Verde,,1
SIN-00257,POL-00096,ASE-0032,Salud,Choque,2025-07-13,2025-07-16,13296.61,12992.05,10113.13,Pago Parcial,Guayaquil,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-030,121,244,3,2,0,Verde,,0
SIN-00258,POL-00079,ASE-0074,Vida,Responsabilidad Civil,2025-07-03,2025-07-03,10637.93,8874.69,8604.84,Anticipo,Manta,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-034,93,272,0,6,0,Verde,,0
SIN-00259,POL-00211,ASE-0012,Generales,Robo,2024-08-12,2024-08-12,9933.47,10236.22,8638.62,Liquidado,Quito Sur,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-010,224,141,0,1,0,Verde,,0
SIN-00260,POL-00203,ASE-0138,Salud,Responsabilidad Civil,2025-12-15,2025-12-18,16027.7,14303.42,15840.01,Pago Total,Quito Norte,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-019,56,309,3,3,0,Verde,,0
SIN-00261,POL-00181,ASE-0066,Vehiculos,Dano,2024-03-09,2024-03-11,10221.41,8214.56,8684.04,Anticipo,Quito Sur,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-001,31,334,2,1,0,Verde,,0
SIN-00262,POL-00178,ASE-0024,Generales,Choque,2024-04-29,2024-05-02,11798.41,10890.47,0.0,Pago Total,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-039,273,92,3,3,0,Verde,,0
SIN-00263,POL-00037,ASE-0166,Salud,Choque,2024-05-09,2024-05-10,6697.3,5456.13,0.0,Pago Total,Quito Norte,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-023,315,50,1,5,0,Verde,,0
SIN-00264,POL-00176,ASE-0052,Generales,Dano,2023-09-09,2023-09-09,11416.84,9506.42,8544.37,Cierre Sin Consecuencia,Manta,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-019,74,291,0,2,0,Verde,,0
SIN-00265,POL-00016,ASE-0075,Vida,Incendio,2025-06-22,2025-06-22,14549.16,12045.8,0.0,Liquidado,Quito Norte,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-024,214,151,0,6,0,Verde,,0
SIN-00266,POL-00178,ASE-0024,Generales,Atencion Medica,2023-10-02,2023-10-04,11304.19,10640.01,0.0,Negativa,Cuenca,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-018,63,302,2,4,0,Verde,,0
SIN-00267,POL-00276,ASE-0053,Vida,Incendio,2025-04-12,2025-04-12,9406.56,9137.63,8077.26,Cierre Sin Consecuencia,Manta,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-006,59,306,0,2,0,Verde,,0
SIN-00268,POL-00091,ASE-0095,Vida,Dano,2024-04-28,2024-04-30,5788.46,5543.13,4666.4,Negativa,Cuenca,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-009,192,173,2,3,0,Verde,,0
SIN-00269,POL-00032,ASE-0080,Hogar,Incendio,2026-03-29,2026-03-30,17783.48,18007.13,12456.87,Cierre Sin Consecuencia,Quito Norte,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-002,122,243,1,1,0,Verde,,0
SIN-00270,POL-00202,ASE-0053,Vida,Choque,2025-07-21,2025-07-24,6077.17,4944.68,5723.56,Cierre Sin Consecuencia,Quito Sur,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-014,242,123,3,3,0,Verde,,0
SIN-00271,POL-00145,ASE-0137,Vida,Responsabilidad Civil,2023-12-02,2023-12-04,16717.32,14879.84,15548.94,Pago Parcial,Guayaquil,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-008,64,301,2,1,0,Verde,,0
SIN-00272,POL-00069,ASE-0135,Vida,Incendio,2025-12-17,2025-12-18,18364.1,15760.16,17935.92,Liquidado,Quito Norte,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-031,44,321,1,4,0,Verde,,0
SIN-00273,POL-00186,ASE-0046,Generales,Dano,2026-05-20,2026-05-22,15548.75,14596.25,15211.92,Pago Parcial,Ambato,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-004,265,100,2,2,0,Verde,,0
SIN-00274,POL-00066,ASE-0153,Generales,Choque,2023-08-17,2023-08-18,6976.87,6790.02,6801.44,Pago Total,Guayaquil,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-023,39,326,1,3,0,Verde,,0
SIN-00275,POL-00084,ASE-0027,Vehiculos,Responsabilidad Civil,2025-02-16,2025-02-17,6191.99,6014.25,5440.02,Liquidado,Guayaquil,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-020,222,143,1,1,0,Verde,,0
SIN-00276,POL-00088,ASE-0094,Generales,Robo,2024-03-31,2024-04-03,9070.91,9643.42,8606.82,Negativa,Guayaquil,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-020,74,291,3,0,0,Verde,,0
SIN-00277,POL-00249,ASE-0071,Hogar,Choque,2024-01-07,2024-01-27,10205.36,8783.03,0.0,Liquidado,Cuenca,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-033,49,316,20,2,0,Verde,,1
SIN-00278,POL-00065,ASE-0062,Hogar,Dano,2026-10-24,2026-10-26,13503.53,13944.55,0.0,Cierre Sin Consecuencia,Quito Sur,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-007,277,88,2,2,0,Verde,,0
SIN-00279,POL-00134,ASE-0036,Vida,Responsabilidad Civil,2024-02-27,2024-03-01,5921.02,6004.53,4152.01,Liquidado,Ambato,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-003,265,100,3,2,0,Verde,,0
SIN-00280,POL-00063,ASE-0005,Vida,Atencion Medica,2026-01-08,2026-01-08,8483.45,8111.65,6733.69,Cierre Sin Consecuencia,Quito Sur,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-037,53,312,0,1,0,Verde,,0
SIN-00281,POL-00220,ASE-0002,Generales,Robo,2026-09-18,2026-09-20,4265.46,4093.49,3844.62,Pago Total,Guayaquil,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-018,176,189,2,1,0,Verde,,0
SIN-00282,POL-00112,ASE-0167,Salud,Responsabilidad Civil,2025-09-13,2025-09-13,5464.92,4710.61,4347.59,Liquidado,Guayaquil,"El vehiculo colisiono frontalmente con otro en la avenida principal, el tercero se dio a la fuga sin dejar datos.",True,PROV-010,316,49,0,0,0,Verde,,1
SIN-00283,POL-00294,ASE-0077,Vehiculos,Robo,2025-04-03,2025-04-03,18772.94,16771.99,16185.52,Reserva,Cuenca,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-004,117,248,0,1,0,Verde,,0
SIN-00284,POL-00071,ASE-0163,Hogar,Dano,2026-01-30,2026-02-02,6084.61,5583.09,5886.15,Pago Parcial,Guayaquil,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-029,2,363,3,2,0,Verde,,1
SIN-00285,POL-00126,ASE-0035,Vida,Choque,2024-09-25,2024-09-25,5270.55,5755.99,4425.73,Liquidado,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-009,303,62,0,4,0,Verde,,0
SIN-00286,POL-00121,ASE-0148,Vida,Atencion Medica,2025-03-21,2025-03-24,40046.56,34820.81,0.0,Anticipo,Quito Sur,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-040,268,97,3,5,0,Verde,,1
SIN-00287,POL-00135,ASE-0152,Vida,Atencion Medica,2025-03-07,2025-03-10,12526.84,11853.55,0.0,Anticipo,Cuenca,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-008,196,169,3,3,0,Verde,,0
SIN-00288,POL-00122,ASE-0132,Hogar,Atencion Medica,2024-02-05,2024-02-06,7990.16,7609.71,7305.26,Negativa,Manta,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-007,208,157,1,3,0,Verde,,0
SIN-00289,POL-00296,ASE-0182,Generales,Robo,2025-03-07,2025-03-10,5240.65,4822.68,4644.59,Anticipo,Cuenca,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-036,302,63,3,3,0,Verde,,0
SIN-00290,POL-00057,ASE-0070,Hogar,Responsabilidad Civil,2026-02-08,2026-02-11,8803.51,8540.84,7995.7,Cierre Sin Consecuencia,Quito Norte,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-012,250,115,3,3,0,Verde,,0
SIN-00291,POL-00038,ASE-0113,Generales,Choque,2024-08-06,2024-08-08,9182.75,8875.37,6913.25,Negativa,Quito Norte,"El vehiculo colisiono frontalmente con otro en la avenida principal, el tercero se dio a la fuga sin dejar datos.",True,PROV-026,267,98,2,4,0,Verde,,1
SIN-00292,POL-00164,ASE-0076,Generales,Dano,2025-01-16,2025-01-18,17807.17,16886.34,12948.66,Liquidado,Manta,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-009,224,141,2,0,0,Verde,,0
SIN-00293,POL-00023,ASE-0112,Generales,Robo,2025-03-31,2025-04-03,16595.52,15921.36,14494.19,Cierre Sin Consecuencia,Guayaquil,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-013,106,259,3,0,0,Verde,,0
SIN-00294,POL-00130,ASE-0033,Vehiculos,Choque,2026-02-28,2026-03-03,11551.59,11728.76,11517.94,Negativa,Ambato,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-038,185,180,3,2,0,Verde,,0
SIN-00295,POL-00278,ASE-0172,Hogar,Atencion Medica,2025-05-05,2025-05-05,9589.56,8733.85,6865.53,Reserva,Guayaquil,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-036,180,185,0,2,0,Verde,,0
SIN-00296,POL-00067,ASE-0184,Salud,Responsabilidad Civil,2025-08-06,2025-08-08,6791.54,6883.44,5640.76,Pago Total,Cuenca,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-014,231,134,2,0,0,Verde,,0
SIN-00297,POL-00069,ASE-0135,Vida,Robo,2026-06-17,2026-06-19,11263.49,11849.07,0.0,Reserva,Quito Norte,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-009,226,139,2,5,0,Verde,,0
SIN-00298,POL-00123,ASE-0024,Hogar,Responsabilidad Civil,2026-11-19,2026-11-20,7480.18,6174.13,6169.33,Negativa,Cuenca,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-002,253,112,1,5,0,Verde,,1
SIN-00299,POL-00234,ASE-0177,Vehiculos,Dano,2026-03-19,2026-03-22,12782.86,11701.61,0.0,Reserva,Ambato,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-028,247,118,3,1,0,Verde,,0
SIN-00300,POL-00085,ASE-0115,Generales,Dano,2025-01-06,2025-01-08,8803.21,8127.58,7131.4,Anticipo,Manta,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-003,151,214,2,2,0,Verde,,0
SIN-00301,POL-00163,ASE-0166,Vida,Incendio,2023-12-10,2023-12-11,9603.45,9786.45,9198.23,Negativa,Quito Norte,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-002,70,295,1,6,0,Verde,,1
SIN-00302,POL-00281,ASE-0031,Salud,Incendio,2024-10-02,2024-10-04,11946.12,11753.93,10279.76,Anticipo,Ambato,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-001,69,296,2,2,0,Verde,,0
SIN-00303,POL-00236,ASE-0199,Vida,Choque,2024-08-22,2024-08-25,10847.51,9826.48,8552.02,Cierre Sin Consecuencia,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-011,199,166,3,4,0,Verde,,0
SIN-00304,POL-00029,ASE-0175,Generales,Responsabilidad Civil,2024-09-03,2024-09-05,7394.87,6052.15,5551.5,Pago Parcial,Manta,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-004,318,47,2,1,0,Verde,,0
SIN-00305,POL-00276,ASE-0053,Vida,Dano,2025-04-25,2025-04-26,7489.34,7127.45,5866.81,Pago Parcial,Guayaquil,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-009,72,293,1,4,0,Verde,,0
SIN-00306,POL-00156,ASE-0168,Hogar,Robo,2024-01-25,2024-01-26,9166.59,9836.11,8229.28,Pago Parcial,Manta,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-024,10,355,1,1,0,Verde,,1
SIN-00307,POL-00123,ASE-0024,Hogar,Dano,2027-01-05,2027-01-05,4434.91,4004.08,0.0,Liquidado,Quito Sur,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-010,300,65,0,6,0,Verde,,0
SIN-00308,POL-00212,ASE-0067,Generales,Dano,2026-11-21,2026-11-24,11143.76,9710.5,9932.13,Cierre Sin Consecuencia,Guayaquil,El vehiculo fue impactado por detras mientras estaba detenido en un semaforo.,True,PROV-014,241,124,3,3,0,Verde,,0
SIN-00309,POL-00225,ASE-0179,Salud,Robo,2025-03-14,2025-03-14,8830.0,7507.97,6979.32,Anticipo,Manta,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-035,89,276,0,2,0,Verde,,0
SIN-00310,POL-00022,ASE-0177,Vida,Dano,2024-01-10,2024-01-13,11443.43,9195.47,9551.22,Cierre Sin Consecuencia,Quito Norte,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-021,104,261,3,2,0,Verde,,0
SIN-00311,POL-00114,ASE-0063,Hogar,Atencion Medica,2024-03-10,2024-03-13,7437.42,7312.07,5814.41,Liquidado,Quito Norte,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-018,211,154,3,7,0,Verde,,0
SIN-00312,POL-00042,ASE-0090,Vida,Robo,2026-02-27,2026-03-02,4103.23,4234.31,3776.18,Negativa,Guayaquil,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-038,230,135,3,9,0,Verde,,0
SIN-00313,POL-00220,ASE-0002,Generales,Dano,2026-04-30,2026-04-30,8573.94,8998.41,0.0,Reserva,Manta,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-007,35,330,0,2,0,Verde,,0
SIN-00314,POL-00096,ASE-0032,Salud,Choque,2025-09-05,2025-09-07,6733.38,5776.73,0.0,Negativa,Manta,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-006,175,190,2,3,0,Verde,,0
SIN-00315,POL-00273,ASE-0119,Salud,Robo,2024-03-07,2024-03-07,11523.91,9517.78,9366.49,Reserva,Manta,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-037,92,273,0,0,0,Verde,,0
SIN-00316,POL-00076,ASE-0184,Hogar,Responsabilidad Civil,2026-09-14,2026-09-14,11536.9,11440.38,9032.41,Cierre Sin Consecuencia,Guayaquil,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-028,269,96,0,1,0,Verde,,0
SIN-00317,POL-00267,ASE-0027,Vida,Atencion Medica,2023-10-19,2023-10-21,15197.12,15700.63,12154.6,Liquidado,Guayaquil,El asegurado reporta dano en la parte frontal tras colision con poste.,True,PROV-004,67,298,2,2,0,Verde,,0
SIN-00318,POL-00122,ASE-0132,Hogar,Choque,2024-04-18,2024-04-19,12044.75,11841.08,0.0,Pago Total,Ambato,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-032,281,84,1,4,0,Verde,,0
SIN-00319,POL-00289,ASE-0195,Salud,Choque,2026-05-18,2026-05-21,12138.79,12316.26,0.0,Negativa,Manta,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-005,84,281,3,3,0,Verde,,0
SIN-00320,POL-00298,ASE-0153,Generales,Atencion Medica,2024-11-07,2024-11-10,18885.74,15951.96,18505.53,Pago Total,Manta,Dano por inundacion en el sotano de la propiedad asegurada.,True,PROV-025,39,326,3,4,0,Verde,,0
SIN-00321,POL-00053,ASE-0095,Generales,Dano,2025-04-26,2025-04-29,18543.48,17494.69,17029.04,Pago Total,Quito Norte,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-005,31,334,3,4,0,Verde,,0
SIN-00322,POL-00019,ASE-0112,Vehiculos,Incendio,2026-11-03,2026-11-03,9094.19,8822.94,7345.15,Reserva,Manta,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-020,276,89,0,1,0,Verde,,0
SIN-00323,POL-00145,ASE-0137,Vida,Robo,2024-04-20,2024-04-20,13153.76,13842.42,10351.85,Negativa,Quito Norte,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-013,204,161,0,2,0,Verde,,0
SIN-00324,POL-00266,ASE-0119,Generales,Responsabilidad Civil,2024-08-17,2024-08-20,16158.35,17272.28,13052.37,Anticipo,Manta,Incendio en cocina del hogar asegurado por descuido con gas.,True,PROV-006,183,182,3,1,0,Verde,,0
SIN-00325,POL-00067,ASE-0184,Salud,Choque,2025-01-29,2025-02-08,4820.89,5297.75,0.0,Liquidado,Ambato,Robo del vehiculo en estacionamiento publico durante la madrugada.,True,PROV-025,42,323,10,2,0,Verde,,1
SIN-00326,POL-00023,ASE-0112,Generales,Incendio,2025-09-01,2025-09-01,10512.05,8526.46,0.0,Reserva,Quito Sur,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-003,260,105,0,2,0,Verde,,0
SIN-00327,POL-00271,ASE-0006,Vida,Choque,2026-07-05,2026-07-06,7973.73,8151.67,0.0,Cierre Sin Consecuencia,Quito Sur,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-005,304,61,1,2,0,Verde,,0
SIN-00328,POL-00255,ASE-0189,Hogar,Atencion Medica,2025-06-06,2025-06-06,12527.23,10933.83,8823.05,Liquidado,Quito Norte,Caida de arbol sobre el vehiculo estacionado por tormenta.,True,PROV-004,271,94,0,3,0,Verde,,0
SIN-00329,POL-00145,ASE-0137,Vida,Robo,2023-11-30,2023-11-30,18833.29,15711.75,16661.6,Anticipo,Guayaquil,Colision en interseccion por semaforo en rojo del tercero.,True,PROV-005,62,303,0,3,0,Verde,,0
SIN-00330,POL-00021,ASE-0006,Vida,Dano,2024-11-23,2024-11-24,15511.03,13905.28,11849.95,Pago Total,Guayaquil,Se produjo un choque lateral al cambiar de carril en la autopista.,True,PROV-003,309,56,1,3,0,Verde,,0
